Name,Distance,Magnitude,Type,Year,Detection,Mass,Radius
Kepler-1948 b,633.0,14.569,Super Earth,2021,Transit,1.09,1.033
Kepler-1949 b,8538.0,15.231,Neptune-like,2021,Transit,5.56,2.22
Kepler-194 b,3582.0,14.969000000000001,Super Earth,2014,Transit,2.89,1.51
Kepler-194 c,3582.0,14.969000000000001,Neptune-like,2014,Transit,7.22,2.541
Kepler-194 d,3582.0,14.969000000000001,Neptune-like,2014,Transit,6.35,2.354
Kepler-1950 b,2274.0,14.845,Super Earth,2021,Transit,2.95,1.527
Kepler-1951 b,4167.0,14.367,Neptune-like,2021,Transit,6.0,2.2769999999999997
Kepler-1952 b,2779.0,13.828,Super Earth,2021,Transit,2.07,1.239
Kepler-1953 b,1976.0,15.936,Super Earth,2021,Transit,2.2,1.286
Kepler-1954 b,4481.0,15.875,Super Earth,2021,Transit,3.9,1.8019999999999998
Kepler-1955 b,1466.0,12.609000000000002,Super Earth,2021,Transit,1.69,1.167
Kepler-1956 b,1176.0,15.989,Super Earth,2021,Transit,1.32,1.089
Kepler-1957 b,1503.0,15.13,Terrestrial,2021,Transit,0.79,0.9440000000000001
Kepler-1958 b,4307.0,15.485999999999999,Super Earth,2021,Transit,4.86,2.051
Kepler-1959 b,1563.0,14.797,Super Earth,2021,Transit,1.57,1.143
Kepler-195 b,2127.0,14.863,Super Earth,2014,Transit,4.78,2.03
Kepler-195 c,2127.0,14.863,Super Earth,2014,Transit,3.02,1.55
Kepler-1960 b,4983.0,15.181,Super Earth,2021,Transit,2.26,1.307
Kepler-1961 b,3400.0,15.809000000000001,Super Earth,2021,Transit,3.25,1.619
Kepler-1962 b,2828.0,15.145999999999999,Super Earth,2021,Transit,1.95,1.215
Kepler-1963 b,1608.0,14.054,Terrestrial,2021,Transit,0.337,0.7440000000000001
Kepler-1965 b,1702.0,13.839,Super Earth,2021,Transit,2.4,1.354
Kepler-1966 b,1581.0,15.222000000000001,Super Earth,2021,Transit,1.39,1.105
Kepler-1967 b,813.0,13.519,Terrestrial,2021,Transit,0.315,0.73
Kepler-1968 b,2450.0,16.303,Super Earth,2021,Transit,2.86,1.5
Kepler-1969 b,3929.0,15.850999999999999,Super Earth,2021,Transit,3.47,1.682
Kepler-196 b,1472.0,14.239,Super Earth,2014,Transit,4.27,1.9
Kepler-196 c,1472.0,14.239,Neptune-like,2014,Transit,5.65,2.2
Kepler-196 d,1472.0,14.239,Neptune-like,2021,Transit,7.56,2.6069999999999998
Kepler-1972 b,937.0,11.23,Super Earth,2014,Transit,2.02,0.802
Kepler-1972 c,937.0,11.23,Super Earth,2014,Transit,2.11,0.868
Kepler-197 b,1078.0,11.775,Super Earth,2014,Transit,1.04,1.02
Kepler-197 c,1078.0,11.775,Super Earth,2014,Transit,5.3,1.23
Kepler-197 d,1078.0,11.775,Super Earth,2014,Transit,1.98,1.22
Kepler-197 e,1078.0,11.775,Terrestrial,2014,Transit,0.693,0.91
Kepler-198 b,1616.0,13.684000000000001,Neptune-like,2014,Transit,8.35,2.7720000000000002
Kepler-198 c,1616.0,13.684000000000001,Neptune-like,2014,Transit,6.66,2.42
Kepler-198 d,1616.0,13.684000000000001,Super Earth,2016,Transit,2.96,1.53
Kepler-199 b,1700.0,13.796,Neptune-like,2014,Transit,9.85,3.0469999999999997
Kepler-199 c,1700.0,13.796,Neptune-like,2014,Transit,10.6,3.19
Kepler-19 b,713.0,12.035,Super Earth,2011,Transit,8.4,2.209
Kepler-19 c,713.0,12.035,Neptune-like,2011,Transit Timing Variations,13.1,3.6079999999999997
Kepler-19 d,713.0,12.035,Neptune-like,2017,Radial Velocity,22.5,4.961
Kepler-200 b,2172.0,13.932,Neptune-like,2014,Transit,5.18,2.13
Kepler-200 c,2172.0,13.932,Super Earth,2014,Transit,3.15,1.59
Kepler-201 b,2076.0,12.991,Neptune-like,2014,Transit,6.62,2.409
Kepler-201 c,2076.0,12.991,Neptune-like,2014,Transit,8.5,2.794
Kepler-202 b,930.0,14.177999999999999,Super Earth,2014,Transit,3.29,1.63
Kepler-202 c,930.0,14.177999999999999,Super Earth,2014,Transit,4.08,1.85
Kepler-203 b,2294.0,14.14,Neptune-like,2014,Transit,7.13,2.5189999999999997
Kepler-203 c,2294.0,14.14,Super Earth,2014,Transit,750.0787999999999,2.42
Kepler-203 d,2294.0,14.14,Super Earth,2014,Transit,33.9,1.44
Kepler-204 b,2240.0,13.977,Neptune-like,2014,Transit,6.94,2.486
Kepler-204 c,2240.0,13.977,Super Earth,2014,Transit,3.86,1.79
Kepler-205 b,521.0,13.779000000000002,Super Earth,2014,Transit,2.89,1.51
Kepler-205 c,521.0,13.779000000000002,Super Earth,2014,Transit,3.33,1.64
Kepler-206 b,1939.0,13.507,Super Earth,2014,Transit,1.87,1.2
Kepler-206 c,1939.0,13.507,Super Earth,2014,Transit,3.78,1.77
Kepler-206 d,1939.0,13.507,Super Earth,2014,Transit,1.81,1.19
Kepler-207 b,2856.0,13.164000000000001,Super Earth,2014,Transit,3.09,1.57
Kepler-207 c,2856.0,13.164000000000001,Super Earth,2014,Transit,2.86,1.5
Kepler-207 d,2856.0,13.164000000000001,Neptune-like,2014,Transit,11.0,3.2449999999999997
Kepler-208 b,2529.0,13.561,Super Earth,2014,Transit,3.29,1.63
Kepler-208 c,2529.0,13.561,Super Earth,2014,Transit,2.51,1.39
Kepler-208 d,2529.0,13.561,Super Earth,2014,Transit,1.87,1.2
Kepler-208 e,2529.0,13.561,Super Earth,2014,Transit,2.79,1.48
Kepler-209 b,1882.0,14.132,Neptune-like,2014,Transit,5.73,2.222
Kepler-209 c,1882.0,14.132,Neptune-like,2014,Transit,9.8,3.0469999999999997
Kepler-20 b,922.0,12.61,Super Earth,2011,Transit,9.7,1.868
Kepler-20 c,922.0,12.61,Neptune-like,2011,Transit,12.75,2.992
Kepler-20 d,922.0,12.61,Neptune-like,2011,Transit,10.07,2.695
Kepler-20 e,922.0,12.61,Terrestrial,2011,Transit,3.08,0.865
Kepler-20 f,922.0,12.61,Super Earth,2011,Transit,14.3,1.003
Kepler-20 g,922.0,12.61,Neptune-like,2016,Radial Velocity,19.96,4.62
Kepler-210 b,759.0,14.126,Neptune-like,2014,Transit,8.96,2.882
Kepler-210 c,759.0,14.126,Neptune-like,2014,Transit,12.8,3.5529999999999995
Kepler-211 b,1009.0,13.448,Super Earth,2014,Transit,2.13,1.26
Kepler-211 c,1009.0,13.448,Super Earth,2014,Transit,18.3,1.29
Kepler-212 b,2242.0,13.129000000000001,Super Earth,2014,Transit,1.32,1.09
Kepler-212 c,2242.0,13.129000000000001,Neptune-like,2014,Transit,7.95,2.684
Kepler-213 b,2071.0,13.705,Super Earth,2014,Transit,3.26,1.62
Kepler-213 c,2071.0,13.705,Neptune-like,2014,Transit,6.08,2.299
Kepler-214 b,3942.0,14.057,Neptune-like,2014,Transit,7.32,2.563
Kepler-214 c,3942.0,14.057,Neptune-like,2014,Transit,5.18,2.13
Kepler-215 b,1585.0,13.677999999999999,Super Earth,2014,Transit,3.26,1.62
Kepler-215 c,1585.0,13.677999999999999,Super Earth,2014,Transit,3.78,1.77
Kepler-215 d,1585.0,13.677999999999999,Super Earth,2014,Transit,23.6,2.343
Kepler-215 e,1585.0,13.677999999999999,Super Earth,2014,Transit,3.71,1.75
Kepler-216 b,3874.0,14.054,Neptune-like,2014,Transit,6.12,2.31
Kepler-216 c,3874.0,14.054,Neptune-like,2014,Transit,9.48,2.9810000000000003
Kepler-217 b,3603.0,13.155,Neptune-like,2014,Transit,5.6,2.23
Kepler-217 c,3603.0,13.155,Super Earth,2014,Transit,4.08,1.85
Kepler-217 d,3603.0,13.155,Super Earth,2016,Transit,2.3,1.32
Kepler-218 b,2141.0,14.035,Super Earth,2014,Transit,2.79,1.48
Kepler-218 c,2141.0,14.035,Neptune-like,2014,Transit,10.0,3.08
Kepler-218 d,2141.0,14.035,Neptune-like,2016,Transit,7.56,2.6069999999999998
Kepler-219 b,2567.0,13.823,Neptune-like,2014,Transit,9.01,2.8930000000000002
Kepler-219 c,2567.0,13.823,Neptune-like,2014,Transit,12.5,3.509
Kepler-219 d,2567.0,13.823,Super Earth,2014,Transit,19.1,2.761
Kepler-21 b,354.0,8.25,Super Earth,2012,Transit,5.08,1.639
Kepler-220 b,558.0,13.049000000000001,Terrestrial,2014,Transit,0.457,0.81
Kepler-220 c,558.0,13.049000000000001,Super Earth,2014,Transit,3.09,1.57
Kepler-220 d,558.0,13.049000000000001,Terrestrial,2014,Transit,0.904,0.98
Kepler-220 e,558.0,13.049000000000001,Super Earth,2014,Transit,2.33,1.33
Kepler-221 b,1257.0,13.97,Super Earth,2014,Transit,3.57,1.71
Kepler-221 c,1257.0,13.97,Super Earth,2014,Transit,15.1,2.871
Kepler-221 d,1257.0,13.97,Neptune-like,2014,Transit,7.9,2.684
Kepler-221 e,1257.0,13.97,Neptune-like,2014,Transit,7.41,2.585
Kepler-222 b,2475.0,15.407,Neptune-like,2014,Transit,10.1,3.102
Kepler-222 c,2475.0,15.407,Neptune-like,2014,Transit,19.4,4.553999999999999
Kepler-222 d,2475.0,15.407,Neptune-like,2014,Transit,13.2,3.6189999999999998
Kepler-223 b,6066.0,15.69,Neptune-like,2014,Transit,7.4,2.9370000000000003
Kepler-223 c,6066.0,15.69,Neptune-like,2014,Transit,5.1,3.377
Kepler-223 d,6066.0,15.69,Neptune-like,2014,Transit,8.0,5.1370000000000005
Kepler-223 e,6066.0,15.69,Neptune-like,2014,Transit,4.8,4.51
Kepler-224 b,2551.0,15.800999999999998,Super Earth,2014,Transit,2.51,1.39
Kepler-224 c,2551.0,15.800999999999998,Neptune-like,2014,Transit,9.91,3.0580000000000003
Kepler-224 d,2551.0,15.800999999999998,Neptune-like,2014,Transit,5.9,2.255
Kepler-224 e,2551.0,15.800999999999998,Super Earth,2014,Transit,4.54,1.97
Kepler-225 b,1830.0,16.294,Super Earth,2014,Transit,1.87,1.2
Kepler-225 c,1830.0,16.294,Super Earth,2014,Transit,4.04,1.84
Kepler-226 b,3197.0,15.562999999999999,Super Earth,2014,Transit,24.0,1.55
Kepler-226 c,3197.0,15.562999999999999,Super Earth,2014,Transit,45.131859999999996,2.233
Kepler-226 d,3197.0,15.562999999999999,Super Earth,2014,Transit,1.98,1.22
Kepler-227 b,3533.0,15.623,Neptune-like,2014,Transit,9.85,3.0469999999999997
Kepler-227 c,3533.0,15.623,Neptune-like,2014,Transit,9.48,2.9810000000000003
Kepler-228 b,5365.0,15.902000000000001,Super Earth,2014,Transit,2.96,1.53
Kepler-228 c,5365.0,15.902000000000001,Neptune-like,2014,Transit,7.75,2.6510000000000002
Kepler-228 d,5365.0,15.902000000000001,Neptune-like,2014,Transit,15.4,3.96
Kepler-229 b,2695.0,16.22,Neptune-like,2014,Transit,5.48,2.2
Kepler-229 c,2695.0,16.22,Neptune-like,2014,Transit,21.5,4.829
Kepler-229 d,2695.0,16.22,Neptune-like,2014,Transit,14.2,3.7729999999999997
Kepler-22 b,635.0,11.751,Super Earth,2011,Transit,36.0,2.332
Kepler-230 b,2416.0,15.264000000000001,Neptune-like,2014,Transit,16.8,4.18
Kepler-230 c,2416.0,15.264000000000001,Super Earth,2014,Transit,4.82,2.04
Kepler-231 b,1033.0,15.812999999999999,Super Earth,2014,Transit,35.4,1.73
Kepler-231 c,1033.0,15.812999999999999,Super Earth,2014,Transit,24.1,1.93
Kepler-232 b,4401.0,15.565,Neptune-like,2014,Transit,9.69,3.0250000000000004
Kepler-232 c,4401.0,15.565,Neptune-like,2014,Transit,14.0,3.7620000000000005
Kepler-233 b,2794.0,15.477,Neptune-like,2014,Transit,6.48,2.387
Kepler-233 c,2794.0,15.477,Neptune-like,2014,Transit,7.8,2.662
Kepler-234 b,5653.0,15.747,Neptune-like,2014,Transit,13.2,3.6300000000000003
Kepler-234 c,5653.0,15.747,Neptune-like,2014,Transit,12.1,3.443
Kepler-235 b,1396.0,16.567,Neptune-like,2014,Transit,5.6,2.23
Kepler-235 c,1396.0,16.567,Super Earth,2014,Transit,2.18,1.28
Kepler-235 d,1396.0,16.567,Super Earth,2014,Transit,4.86,2.05
Kepler-235 e,1396.0,16.567,Neptune-like,2014,Transit,5.56,2.22
Kepler-236 b,942.0,16.014,Super Earth,2014,Transit,3.09,1.57
Kepler-236 c,942.0,16.014,Super Earth,2014,Transit,4.66,2.0
Kepler-237 b,2146.0,15.689,Super Earth,2014,Transit,2.57,1.41
Kepler-237 c,2146.0,15.689,Super Earth,2014,Transit,4.98,2.08
Kepler-238 b,5868.0,15.297,Super Earth,2014,Transit,3.64,1.73
Kepler-238 c,5868.0,15.297,Neptune-like,2014,Transit,6.3,2.343
Kepler-238 d,5868.0,15.297,Neptune-like,2014,Transit,9.64,3.014
Kepler-238 e,5868.0,15.297,Neptune-like,2013,Transit,169.72122,5.5
Kepler-238 f,5868.0,15.297,Super Earth,2013,Transit,13.5,2.0
Kepler-239 b,2114.0,15.252,Neptune-like,2014,Transit,6.04,2.2880000000000003
Kepler-239 c,2114.0,15.252,Neptune-like,2014,Transit,6.85,2.4639999999999995
Kepler-23 b,2726.0,13.567,Neptune-like,2011,Transit,254.264,1.9
Kepler-23 c,2726.0,13.567,Neptune-like,2011,Transit,858.141,3.135
Kepler-23 d,2726.0,13.567,Super Earth,2014,Transit,17.6,2.2
Kepler-240 b,2436.0,15.953,Super Earth,2014,Transit,2.45,1.37
Kepler-240 c,2436.0,15.953,Super Earth,2014,Transit,102.34125999999999,2.2
Kepler-241 b,1670.0,15.708,Neptune-like,2014,Transit,6.04,2.2880000000000003
Kepler-241 c,1670.0,15.708,Neptune-like,2014,Transit,7.13,2.5189999999999997
Kepler-242 b,1958.0,15.489,Neptune-like,2014,Transit,7.32,2.563
Kepler-242 c,1958.0,15.489,Super Earth,2014,Transit,4.66,2.0
Kepler-243 b,2263.0,15.159,Neptune-like,2014,Transit,6.57,2.409
Kepler-243 c,2263.0,15.159,Super Earth,2014,Transit,4.62,1.99
Kepler-244 b,3381.0,15.747,Neptune-like,2014,Transit,8.05,2.7060000000000004
Kepler-244 c,3381.0,15.747,Super Earth,2014,Transit,4.86,2.05
Kepler-244 d,3381.0,15.747,Super Earth,2014,Transit,15.2,2.266
Kepler-245 b,2810.0,15.546,Neptune-like,2014,Transit,7.13,2.5189999999999997
Kepler-245 c,2810.0,15.546,Super Earth,2014,Transit,225.65929999999997,2.18
Kepler-245 d,2810.0,15.546,Neptune-like,2014,Transit,21.6,2.97
Kepler-245 e,2810.0,15.546,Super Earth,2016,Transit,3.71,1.75
Kepler-246 b,2042.0,15.197000000000001,Neptune-like,2014,Transit,6.08,2.299
Kepler-246 c,2042.0,15.197000000000001,Super Earth,2014,Transit,2.86,1.5
Kepler-247 b,2165.0,15.199000000000002,Super Earth,2014,Transit,3.33,1.64
Kepler-247 c,2165.0,15.199000000000002,Neptune-like,2014,Transit,15.7,4.015
Kepler-247 d,2165.0,15.199000000000002,Neptune-like,2014,Transit,14.7,3.8720000000000003
Kepler-248 b,2410.0,15.505999999999998,Neptune-like,2014,Transit,9.38,2.9589999999999996
Kepler-248 c,2410.0,15.505999999999998,Neptune-like,2014,Transit,15.6,3.993
Kepler-249 b,621.0,16.37,Super Earth,2014,Transit,1.32,1.09
Kepler-249 c,621.0,16.37,Super Earth,2014,Transit,2.89,1.51
Kepler-249 d,621.0,16.37,Super Earth,2014,Transit,3.09,1.57
Kepler-24 b,3774.0,15.04,Neptune-like,2011,Transit,508.528,2.354
Kepler-24 c,3774.0,15.04,Neptune-like,2011,Transit,508.528,2.75
Kepler-24 d,3774.0,15.04,Super Earth,2014,Transit,3.43,1.67
Kepler-24 e,3774.0,15.04,Neptune-like,2014,Transit,8.15,2.7279999999999998
Kepler-250 b,2481.0,15.819,Super Earth,2014,Transit,1.51,1.13
Kepler-250 c,2481.0,15.819,Neptune-like,2014,Transit,5.82,2.233
Kepler-250 d,2481.0,15.819,Neptune-like,2014,Transit,5.39,2.18
Kepler-251 b,3016.0,15.540999999999999,Super Earth,2014,Transit,2.33,1.33
Kepler-251 c,3016.0,15.540999999999999,Neptune-like,2014,Transit,8.1,2.717
Kepler-251 d,3016.0,15.540999999999999,Neptune-like,2014,Transit,8.1,2.717
Kepler-251 e,3016.0,15.540999999999999,Neptune-like,2014,Transit,8.1,2.717
Kepler-252 b,1238.0,15.405999999999999,Super Earth,2014,Transit,2.04,1.23
Kepler-252 c,1238.0,15.405999999999999,Neptune-like,2014,Transit,5.27,2.15
Kepler-253 b,2735.0,15.777999999999999,Super Earth,2014,Transit,3.29,1.63
Kepler-253 c,2735.0,15.777999999999999,Neptune-like,2014,Transit,7.51,2.596
Kepler-253 d,2735.0,15.777999999999999,Neptune-like,2014,Transit,10.2,3.1130000000000004
Kepler-254 b,4532.0,16.012,Neptune-like,2014,Transit,14.3,3.795
Kepler-254 c,4532.0,16.012,Neptune-like,2014,Transit,3.2,2.15
Kepler-254 d,4532.0,16.012,Neptune-like,2014,Transit,6.8,2.453
Kepler-255 b,3433.0,15.699000000000002,Super Earth,2014,Transit,3.02,1.55
Kepler-255 c,3433.0,15.699000000000002,Neptune-like,2014,Transit,9.22,2.9370000000000003
Kepler-255 d,3433.0,15.699000000000002,Super Earth,2016,Transit,2.3,1.32
Kepler-256 b,3348.0,15.177999999999999,Super Earth,2014,Transit,3.15,1.59
Kepler-256 c,3348.0,15.177999999999999,Neptune-like,2014,Transit,5.27,2.15
Kepler-256 d,3348.0,15.177999999999999,Neptune-like,2014,Transit,6.71,2.431
Kepler-256 e,3348.0,15.177999999999999,Neptune-like,2014,Transit,6.12,2.31
Kepler-257 b,2545.0,15.652000000000001,Neptune-like,2014,Transit,7.32,2.563
Kepler-257 c,2545.0,15.652000000000001,Neptune-like,2014,Transit,25.2,5.313
Kepler-257 d,2545.0,15.652000000000001,Neptune-like,2014,Transit,21.7,4.862
Kepler-258 b,1879.0,15.49,Neptune-like,2014,Transit,15.5,3.9820000000000007
Kepler-258 c,1879.0,15.49,Neptune-like,2014,Transit,12.7,3.5420000000000003
Kepler-259 b,3269.0,15.378,Neptune-like,2014,Transit,8.25,2.75
Kepler-259 c,3269.0,15.378,Neptune-like,2014,Transit,7.75,2.6510000000000002
Kepler-25 b,793.0,10.769,Neptune-like,2011,Transit,8.7,2.695
Kepler-25 c,793.0,10.769,Neptune-like,2011,Transit,15.2,5.115
Kepler-25 d,793.0,10.769,Gas Giant,2014,Radial Velocity,71.82957999999999,9.834
Kepler-260 b,2046.0,14.253,Super Earth,2014,Transit,4.7,2.01
Kepler-260 c,2046.0,14.253,Super Earth,2014,Transit,3.68,1.74
Kepler-261 b,1036.0,13.738,Neptune-like,2014,Transit,5.39,2.18
Kepler-261 c,1036.0,13.738,Super Earth,2014,Transit,4.66,2.0
Kepler-262 b,2000.0,14.478,Super Earth,2014,Transit,2.42,1.36
Kepler-262 c,2000.0,14.478,Super Earth,2014,Transit,3.33,1.64
Kepler-263 b,2462.0,15.435,Neptune-like,2014,Transit,7.61,2.6180000000000003
Kepler-263 c,2462.0,15.435,Neptune-like,2014,Transit,6.66,2.42
Kepler-264 b,3073.0,13.15,Neptune-like,2014,Transit,11.1,3.267
Kepler-264 c,3073.0,13.15,Neptune-like,2014,Transit,8.4,2.7720000000000002
Kepler-265 b,4176.0,15.47,Super Earth,2014,Transit,4.12,1.86
Kepler-265 c,4176.0,15.47,Neptune-like,2014,Transit,7.41,2.585
Kepler-265 d,4176.0,15.47,Neptune-like,2014,Transit,6.76,2.442
Kepler-265 e,4176.0,15.47,Neptune-like,2014,Transit,7.22,2.541
Kepler-266 b,4472.0,15.787,Neptune-like,2014,Transit,6.71,2.431
Kepler-266 c,4472.0,15.787,Neptune-like,2014,Transit,14.4,3.817
Kepler-267 b,864.0,16.69,Super Earth,2014,Transit,37.9,1.98
Kepler-267 c,864.0,16.69,Neptune-like,2014,Transit,5.18,2.13
Kepler-267 d,864.0,16.69,Neptune-like,2014,Transit,5.77,2.233
Kepler-268 b,2779.0,13.844000000000001,Neptune-like,2014,Transit,7.04,2.497
Kepler-268 c,2779.0,13.844000000000001,Neptune-like,2014,Transit,11.4,3.322
Kepler-269 b,7363.0,15.645999999999999,Neptune-like,2014,Transit,6.66,2.42
Kepler-269 c,7363.0,15.645999999999999,Super Earth,2014,Transit,3.5,1.69
Kepler-26 b,1094.0,15.853,Neptune-like,2011,Transit,5.12,2.7279999999999998
Kepler-26 c,1094.0,15.853,Neptune-like,2011,Transit,6.2,2.673
Kepler-26 d,1094.0,15.853,Super Earth,2014,Transit,1.24,1.07
Kepler-26 e,1094.0,15.853,Neptune-like,2014,Transit,6.39,2.3649999999999998
Kepler-270 b,3095.0,13.9,Super Earth,2014,Transit,4.7,2.01
Kepler-270 c,3095.0,13.9,Super Earth,2014,Transit,3.78,1.77
Kepler-271 b,1320.0,13.578,Super Earth,2014,Transit,2.04,1.23
Kepler-271 c,1320.0,13.578,Terrestrial,2014,Transit,0.809,0.95
Kepler-271 d,1320.0,13.578,Terrestrial,2016,Transit,0.21899999999999997,0.66
Kepler-272 b,2902.0,14.811,Super Earth,2014,Transit,77.86834999999999,1.43
Kepler-272 c,2902.0,14.811,Super Earth,2014,Transit,97.89164,1.79
Kepler-272 d,2902.0,14.811,Neptune-like,2014,Transit,5.69,2.2110000000000003
Kepler-273 b,2329.0,15.1,Super Earth,2014,Transit,2.86,1.5
Kepler-273 c,2329.0,15.1,Super Earth,2014,Transit,4.58,1.98
Kepler-274 b,4350.0,15.238,Super Earth,2014,Transit,2.99,1.54
Kepler-274 c,4350.0,15.238,Super Earth,2014,Transit,4.04,1.84
Kepler-275 b,6636.0,15.289000000000001,Neptune-like,2014,Transit,6.08,2.299
Kepler-275 c,6636.0,15.289000000000001,Neptune-like,2014,Transit,11.4,3.322
Kepler-275 d,6636.0,15.289000000000001,Neptune-like,2014,Transit,11.1,3.267
Kepler-276 b,3735.0,15.481,Neptune-like,2014,Transit,8.6,2.816
Kepler-276 c,3735.0,15.481,Super Earth,2013,Transit,16.6,2.849
Kepler-276 d,3735.0,15.481,Super Earth,2013,Transit,16.3,2.75
Kepler-277 b,3186.0,13.544,Gas Giant,2013,Transit,87.40325,2.871
Kepler-277 c,3186.0,13.544,Gas Giant,2013,Transit,64.20165999999999,3.3
Kepler-278 b,1445.0,11.811,Neptune-like,2014,Transit,15.6,3.993
Kepler-278 c,1445.0,11.811,Neptune-like,2014,Transit,12.6,3.52
Kepler-279 b,3384.0,13.647,Neptune-like,2014,Transit,12.8,3.5529999999999995
Kepler-279 c,3384.0,13.647,Gas Giant,2013,Transit,49.26365,4.224
Kepler-279 d,3384.0,13.647,Neptune-like,2013,Transit,37.5,3.0469999999999997
Kepler-27 b,3407.0,15.822000000000001,Gas Giant,2011,Transit,2895.4312999999997,3.9270000000000005
Kepler-27 c,3407.0,15.822000000000001,Gas Giant,2011,Transit,4386.054,4.807
Kepler-27 d,3407.0,15.822000000000001,Neptune-like,2021,Transit,7.78,2.6510000000000002
Kepler-280 b,2546.0,14.35,Super Earth,2014,Transit,2.7,1.45
Kepler-280 c,2546.0,14.35,Super Earth,2014,Transit,4.7,2.01
Kepler-281 b,5694.0,15.931,Neptune-like,2014,Transit,8.35,2.7720000000000002
Kepler-281 c,5694.0,15.931,Neptune-like,2014,Transit,24.4,5.2139999999999995
Kepler-281 d,5694.0,15.931,Neptune-like,2021,Transit,29.5,5.83
Kepler-282 b,4363.0,15.444,Super Earth,2014,Transit,1.01,1.01
Kepler-282 c,4363.0,15.444,Super Earth,2014,Transit,1.87,1.2
Kepler-282 d,4363.0,15.444,Super Earth,2013,Transit,61.02336,2.409
Kepler-282 e,4363.0,15.444,Gas Giant,2013,Transit,56.25590999999999,3.0469999999999997
Kepler-283 b,1527.0,16.215999999999998,Neptune-like,2014,Transit,5.18,2.13
Kepler-283 c,1527.0,16.215999999999998,Super Earth,2014,Transit,3.97,1.82
Kepler-284 b,3366.0,15.944,Neptune-like,2014,Transit,5.65,2.2
Kepler-284 c,3366.0,15.944,Neptune-like,2014,Transit,7.32,2.563
Kepler-285 b,2689.0,15.198,Super Earth,2014,Transit,2.36,1.34
Kepler-285 c,2689.0,15.198,Super Earth,2014,Transit,1.46,1.12
Kepler-286 b,4002.0,15.863,Super Earth,2014,Transit,2.07,1.24
Kepler-286 c,4002.0,15.863,Super Earth,2014,Transit,2.45,1.37
Kepler-286 d,4002.0,15.863,Super Earth,2014,Transit,2.33,1.33
Kepler-286 e,4002.0,15.863,Super Earth,2014,Transit,3.78,1.77
Kepler-287 b,2727.0,14.952,Neptune-like,2014,Transit,6.04,2.2880000000000003
Kepler-287 c,2727.0,14.952,Neptune-like,2014,Transit,10.7,3.2010000000000005
Kepler-288 b,3895.0,15.283,Super Earth,2014,Transit,3.43,1.67
Kepler-288 c,3895.0,15.283,Neptune-like,2014,Transit,8.5,2.794
Kepler-288 d,3895.0,15.283,Neptune-like,2014,Transit,7.61,2.6180000000000003
Kepler-289 b,2298.0,14.142000000000001,Super Earth,2014,Transit,7.3,2.15
Kepler-289 c,2298.0,14.142000000000001,Gas Giant,2014,Transit,133.4886,11.374
Kepler-289 d,2298.0,14.142000000000001,Neptune-like,2014,Transit,4.0,2.629
Kepler-28 b,1430.0,15.13,Neptune-like,2011,Transit,479.9233,3.531
Kepler-28 c,1430.0,15.13,Neptune-like,2011,Transit,432.2488,3.3329999999999997
Kepler-290 b,2266.0,15.775,Neptune-like,2014,Transit,5.69,2.2110000000000003
Kepler-290 c,2266.0,15.775,Neptune-like,2014,Transit,7.75,2.6510000000000002
Kepler-291 b,5827.0,16.218,Neptune-like,2014,Transit,5.31,2.16
Kepler-291 c,5827.0,16.218,Super Earth,2014,Transit,4.19,1.88
Kepler-292 b,3446.0,16.303,Super Earth,2014,Transit,2.3,1.32
Kepler-292 c,3446.0,16.303,Super Earth,2014,Transit,2.76,1.47
Kepler-292 d,3446.0,16.303,Neptune-like,2014,Transit,5.6,2.23
Kepler-292 e,3446.0,16.303,Neptune-like,2014,Transit,7.61,2.6180000000000003
Kepler-292 f,3446.0,16.303,Neptune-like,2014,Transit,6.12,2.31
Kepler-293 b,3179.0,15.452,Neptune-like,2014,Transit,9.64,3.014
Kepler-293 c,3179.0,15.452,Neptune-like,2014,Transit,14.0,3.7620000000000005
