Name,Distance,Magnitude,Type,Year,Detection,Mass,Radius
Kepler-1689 b,959.0,12.227,Terrestrial,2020,Transit,0.799,0.9470000000000001
Kepler-168 b,4383.0,14.842,Super Earth,2014,Transit,2.73,1.46
Kepler-168 c,4383.0,14.842,Neptune-like,2014,Transit,7.7,2.6399999999999997
Kepler-1690 b,2296.0,14.882,Neptune-like,2020,Transit,8.3,2.761
Kepler-1691 b,4135.0,14.892999999999999,Super Earth,2020,Transit,4.02,1.835
Kepler-1692 b,1928.0,14.674000000000001,Super Earth,2020,Transit,1.42,1.112
Kepler-1693 b,2479.0,14.857000000000001,Super Earth,2020,Transit,2.21,1.2890000000000001
Kepler-1693 c,2479.0,14.857000000000001,Terrestrial,2021,Transit,0.894,0.977
Kepler-1694 b,1674.0,14.901,Super Earth,2020,Transit,1.76,1.18
Kepler-1695 b,2581.0,14.762,Super Earth,2020,Transit,1.46,1.119
Kepler-1696 b,4914.0,15.505,Neptune-like,2020,Transit,8.29,2.761
Kepler-1697 b,808.0,13.556,Super Earth,2020,Transit,2.12,1.26
Kepler-1698 b,725.0,13.054,Super Earth,2020,Transit,1.25,1.073
Kepler-1699 b,2671.0,14.835999999999999,Super Earth,2020,Transit,3.08,1.567
Kepler-169 b,1326.0,14.424000000000001,Super Earth,2014,Transit,1.51,1.13
Kepler-169 c,1326.0,14.424000000000001,Super Earth,2014,Transit,1.92,1.21
Kepler-169 d,1326.0,14.424000000000001,Super Earth,2014,Transit,2.1,1.25
Kepler-169 e,1326.0,14.424000000000001,Neptune-like,2014,Transit,5.48,2.2
Kepler-169 f,1326.0,14.424000000000001,Neptune-like,2014,Transit,7.18,2.5300000000000002
Kepler-16 b,245.0,12.144,Gas Giant,2011,Transit,105.83738999999998,8.294
Kepler-1700 b,2341.0,13.764000000000001,Neptune-like,2020,Transit,8.76,2.849
Kepler-1701 b,1905.0,14.722000000000001,Neptune-like,2020,Transit,5.57,2.222
Kepler-1702 b,2796.0,16.230999999999998,Super Earth,2020,Transit,3.2,1.6019999999999999
Kepler-1704 b,2725.0,13.392000000000001,Gas Giant,2013,Transit,1322.1728,11.725999999999999
Kepler-1705 b,5328.0,15.8,Neptune-like,2014,Transit,4.47,2.03
Kepler-1705 c,5328.0,15.8,Super Earth,2021,Transit,5.42,2.05
Kepler-1708 b,5437.0,15.823,Gas Giant,2021,Transit,1462.0179999999998,9.779
Kepler-1709 b,894.0,11.642000000000001,Neptune-like,2021,Transit,9.93,3.0689999999999995
Kepler-170 b,2409.0,14.344000000000001,Gas Giant,2014,Transit,82.6358,3.135
Kepler-170 c,2409.0,14.344000000000001,Neptune-like,2014,Transit,8.55,2.805
Kepler-1710 b,996.0,12.695,Neptune-like,2021,Transit,10.3,3.135
Kepler-1711 b,1925.0,13.298,Super Earth,2021,Transit,4.36,1.923
Kepler-1712 b,510.0,14.946,Neptune-like,2021,Transit,5.83,2.2439999999999998
Kepler-1713 b,963.0,11.065,Super Earth,2021,Transit,3.59,1.7169999999999999
Kepler-1714 b,1336.0,11.040999999999999,Neptune-like,2021,Transit,10.7,3.2010000000000005
Kepler-1715 b,1705.0,12.880999999999998,Neptune-like,2021,Transit,16.0,4.059
Kepler-1716 b,638.0,13.129000000000001,Neptune-like,2021,Transit,6.46,2.3760000000000003
Kepler-1717 b,3291.0,13.323,Neptune-like,2021,Transit,9.21,2.9370000000000003
Kepler-1718 b,1225.0,12.821,Neptune-like,2021,Transit,7.12,2.5189999999999997
Kepler-1719 b,2953.0,13.478,Neptune-like,2021,Transit,14.8,3.8720000000000003
Kepler-171 b,2818.0,15.100999999999999,Neptune-like,2014,Transit,6.08,2.299
Kepler-171 c,2818.0,15.100999999999999,Neptune-like,2014,Transit,7.08,2.508
Kepler-171 d,2818.0,15.100999999999999,Super Earth,2014,Transit,4.23,1.89
Kepler-1720 b,2053.0,14.822000000000001,Neptune-like,2021,Transit,10.4,3.1569999999999996
Kepler-1721 b,2092.0,15.085,Neptune-like,2021,Transit,9.9,3.0580000000000003
Kepler-1722 b,2519.0,14.997,Neptune-like,2021,Transit,8.58,2.816
Kepler-1723 b,2646.0,14.383,Neptune-like,2021,Transit,8.65,2.827
Kepler-1724 b,3460.0,14.960999999999999,Neptune-like,2021,Transit,8.43,2.783
Kepler-1725 b,1822.0,13.152999999999999,Neptune-like,2021,Transit,8.31,2.761
Kepler-1726 b,1274.0,13.850999999999999,Neptune-like,2021,Transit,6.84,2.4639999999999995
Kepler-1727 b,2917.0,15.751,Neptune-like,2021,Transit,10.2,3.1130000000000004
Kepler-1728 b,2126.0,15.279000000000002,Neptune-like,2021,Transit,9.04,2.904
Kepler-1729 b,1880.0,15.675999999999998,Neptune-like,2021,Transit,14.4,3.817
Kepler-172 b,2703.0,14.703,Neptune-like,2014,Transit,6.12,2.31
Kepler-172 c,2703.0,14.703,Neptune-like,2014,Transit,8.55,2.805
Kepler-172 d,2703.0,14.703,Neptune-like,2014,Transit,5.69,2.2110000000000003
Kepler-172 e,2703.0,14.703,Neptune-like,2014,Transit,8.05,2.7060000000000004
Kepler-1730 b,4655.0,15.478,Neptune-like,2021,Transit,18.4,4.4
Kepler-1731 b,554.0,12.742,Neptune-like,2021,Transit,8.92,2.882
Kepler-1732 b,4206.0,14.884,Neptune-like,2021,Transit,15.7,4.026
Kepler-1733 b,6787.0,15.612,Neptune-like,2021,Transit,12.8,3.564
Kepler-1734 b,4837.0,15.597999999999999,Neptune-like,2021,Transit,9.74,3.0360000000000005
Kepler-1735 b,800.0,15.895999999999999,Super Earth,2021,Transit,1.84,1.194
Kepler-1736 b,4665.0,14.808,Neptune-like,2021,Transit,14.3,3.8060000000000005
Kepler-1738 b,4250.0,15.649000000000001,Neptune-like,2021,Transit,8.37,2.7720000000000002
Kepler-1739 b,2556.0,14.899000000000001,Neptune-like,2021,Transit,6.48,2.387
Kepler-173 b,2718.0,14.357000000000001,Super Earth,2014,Transit,2.21,1.29
Kepler-173 c,2718.0,14.357000000000001,Neptune-like,2014,Transit,6.48,2.387
Kepler-1740 b,3463.0,15.454,Neptune-like,2021,Transit,11.0,3.2560000000000002
Kepler-1741 b,883.0,16.154,Super Earth,2021,Transit,2.16,1.273
Kepler-1742 b,2184.0,14.512,Neptune-like,2021,Transit,5.38,2.178
Kepler-1743 b,1758.0,12.062000000000001,Super Earth,2021,Transit,3.18,1.599
Kepler-1744 b,3561.0,15.565999999999999,Neptune-like,2021,Transit,13.6,3.696
Kepler-1745 b,3249.0,14.854000000000001,Super Earth,2021,Transit,4.38,1.929
Kepler-1746 b,3195.0,13.572000000000001,Gas Giant,2021,Transit,59.11638000000001,8.767000000000001
Kepler-1747 b,4310.0,16.1966,Neptune-like,2021,Transit,16.8,4.191
Kepler-1748 b,3534.0,16.004,Neptune-like,2021,Transit,7.81,2.662
Kepler-1749 b,875.0,14.95,Super Earth,2021,Transit,3.23,1.6130000000000002
Kepler-174 b,1255.0,14.53,Super Earth,2014,Transit,4.5,1.96
Kepler-174 c,1255.0,14.53,Super Earth,2014,Transit,2.83,1.49
Kepler-174 d,1255.0,14.53,Neptune-like,2014,Transit,5.43,2.19
Kepler-1750 b,4884.0,15.702,Neptune-like,2021,Transit,30.1,5.896000000000001
Kepler-1751 b,4213.0,15.455,Super Earth,2021,Transit,3.98,1.824
Kepler-1752 b,3141.0,16.0249,Neptune-like,2021,Transit,18.7,4.455
Kepler-1753 b,2308.0,15.59,Neptune-like,2021,Transit,5.59,2.227
Kepler-1754 b,2345.0,16.007,Neptune-like,2021,Transit,6.53,2.398
Kepler-1755 b,3205.0,14.544,Neptune-like,2021,Transit,29.4,5.808
Kepler-1757 b,2633.0,15.817,Neptune-like,2021,Transit,8.99,2.8930000000000002
Kepler-1758 b,5181.0,15.119000000000002,Neptune-like,2021,Transit,7.13,2.5189999999999997
Kepler-1759 b,1257.0,14.532,Terrestrial,2021,Transit,0.6759999999999999,0.904
Kepler-175 b,4281.0,15.225,Neptune-like,2014,Transit,7.08,2.508
Kepler-175 c,4281.0,15.225,Neptune-like,2014,Transit,9.8,3.0469999999999997
Kepler-1761 b,722.0,15.619000000000002,Super Earth,2021,Transit,2.51,1.391
Kepler-1762 b,5427.0,15.239,Neptune-like,2021,Transit,8.05,2.7060000000000004
Kepler-1763 b,2468.0,13.634,Super Earth,2021,Transit,1.59,1.147
Kepler-1764 b,5032.0,14.91,Neptune-like,2021,Transit,18.8,4.466
Kepler-1765 b,2494.0,15.04,Neptune-like,2021,Transit,6.78,2.453
Kepler-1766 b,1635.0,12.96,Neptune-like,2021,Transit,5.81,2.233
Kepler-1767 b,2676.0,16.206,Neptune-like,2021,Transit,9.34,2.9589999999999996
Kepler-1768 b,2064.0,13.565,Neptune-like,2021,Transit,5.62,2.233
Kepler-1769 b,1430.0,12.487,Neptune-like,2021,Transit,18.2,4.377999999999999
Kepler-176 b,1720.0,14.767000000000001,Super Earth,2014,Transit,2.63,1.43
Kepler-176 c,1720.0,14.767000000000001,Neptune-like,2014,Transit,23.0,2.5519999999999996
Kepler-176 d,1720.0,14.767000000000001,Super Earth,2014,Transit,15.2,2.4639999999999995
Kepler-176 e,1720.0,14.767000000000001,Super Earth,2016,Transit,2.7,1.45
Kepler-1770 b,1902.0,14.418,Neptune-like,2021,Transit,8.45,2.783
Kepler-1771 b,1845.0,13.802,Neptune-like,2021,Transit,15.5,3.9820000000000007
Kepler-1772 b,2843.0,13.546,Neptune-like,2021,Transit,7.68,2.6399999999999997
Kepler-1773 b,2222.0,13.085,Neptune-like,2021,Transit,12.1,3.443
Kepler-1774 b,2664.0,14.02,Neptune-like,2021,Transit,10.2,3.1239999999999997
Kepler-1775 b,2143.0,13.429,Neptune-like,2021,Transit,12.9,3.575
Kepler-1776 b,2252.0,13.68,Neptune-like,2021,Transit,7.33,2.563
Kepler-1777 b,2020.0,14.112,Neptune-like,2021,Transit,5.19,2.1319999999999997
Kepler-1778 b,4163.0,15.273,Neptune-like,2021,Transit,9.36,2.9589999999999996
Kepler-1779 b,2964.0,15.132,Neptune-like,2021,Transit,9.44,2.9810000000000003
Kepler-177 b,4682.0,15.171,Neptune-like,2013,Transit,5.84,3.432
Kepler-177 c,4682.0,15.171,Neptune-like,2013,Transit,14.7,8.569
Kepler-1780 b,2579.0,14.907,Neptune-like,2021,Transit,12.7,3.5420000000000003
Kepler-1781 b,3140.0,15.713,Neptune-like,2021,Transit,6.26,2.332
Kepler-1782 b,997.0,13.875,Neptune-like,2021,Transit,5.6,2.229
Kepler-1783 b,861.0,13.309000000000001,Super Earth,2021,Transit,2.3,1.319
Kepler-1784 b,2880.0,15.423,Neptune-like,2021,Transit,8.24,2.75
Kepler-1785 b,2433.0,14.245,Neptune-like,2021,Transit,7.77,2.6510000000000002
Kepler-1786 b,2818.0,14.088,Neptune-like,2021,Transit,10.1,3.102
Kepler-1787 b,2540.0,14.564,Neptune-like,2021,Transit,5.99,2.2769999999999997
Kepler-1788 b,1828.0,15.484000000000002,Neptune-like,2021,Transit,6.25,2.332
Kepler-1789 b,1995.0,14.449000000000002,Neptune-like,2021,Transit,8.4,2.783
Kepler-178 b,2336.0,14.876,Neptune-like,2014,Transit,8.75,2.849
Kepler-178 c,2336.0,14.876,Neptune-like,2014,Transit,8.65,2.827
Kepler-178 d,2336.0,14.876,Neptune-like,2014,Transit,14.8,3.8720000000000003
Kepler-1790 b,3491.0,14.179,Neptune-like,2021,Transit,10.0,3.091
Kepler-1791 b,1964.0,13.529000000000002,Neptune-like,2021,Transit,9.91,3.0580000000000003
Kepler-1792 b,1961.0,15.565999999999999,Neptune-like,2021,Transit,6.89,2.475
Kepler-1793 b,3881.0,15.949000000000002,Neptune-like,2021,Transit,13.8,3.7179999999999995
Kepler-1794 b,1831.0,15.497,Super Earth,2021,Transit,3.87,1.794
Kepler-1796 b,2694.0,14.493,Neptune-like,2021,Transit,8.0,2.695
Kepler-1797 b,4366.0,15.421,Neptune-like,2021,Transit,9.58,3.003
Kepler-1798 b,1289.0,16.391,Neptune-like,2021,Transit,5.94,2.266
Kepler-1799 b,7355.0,15.99,Neptune-like,2021,Transit,15.9,4.048
Kepler-179 b,1976.0,14.772,Super Earth,2014,Transit,3.33,1.64
Kepler-179 c,1976.0,14.772,Super Earth,2014,Transit,4.66,2.0
Kepler-17 b,2351.0,14.314,Gas Giant,2011,Transit,778.6835,14.41
Kepler-1800 b,1143.0,13.194,Terrestrial,2021,Transit,0.961,0.997
Kepler-1801 b,2738.0,15.28,Neptune-like,2021,Transit,7.8,2.662
Kepler-1802 b,2077.0,15.905,Super Earth,2021,Transit,3.43,1.671
Kepler-1802 c,2077.0,15.905,Neptune-like,2021,Transit,6.0,2.2769999999999997
Kepler-1804 b,1417.0,14.679,Super Earth,2021,Transit,3.18,1.5959999999999999
Kepler-1805 b,723.0,15.536,Super Earth,2021,Transit,3.0,1.545
Kepler-1806 b,3190.0,16.173,Neptune-like,2021,Transit,6.15,2.31
Kepler-1807 b,4238.0,14.127,Neptune-like,2021,Transit,7.77,2.6510000000000002
Kepler-1808 b,3334.0,15.424000000000001,Neptune-like,2021,Transit,9.4,2.97
Kepler-1809 b,1336.0,14.270999999999999,Super Earth,2021,Transit,2.9,1.5130000000000001
Kepler-180 b,2269.0,14.488,Super Earth,2014,Transit,2.86,1.5
Kepler-180 c,2269.0,14.488,Neptune-like,2014,Transit,9.32,2.9589999999999996
Kepler-1810 b,3294.0,15.4,Neptune-like,2021,Transit,14.6,3.8499999999999996
Kepler-1811 b,4536.0,15.327,Neptune-like,2021,Transit,14.1,3.7729999999999997
Kepler-1812 b,4597.0,15.630999999999998,Neptune-like,2021,Transit,6.01,2.2769999999999997
Kepler-1814 b,2369.0,15.814,Neptune-like,2021,Transit,6.21,2.321
Kepler-1815 b,3284.0,15.620999999999999,Neptune-like,2021,Transit,7.99,2.695
Kepler-1816 b,1428.0,14.734000000000002,Super Earth,2021,Transit,4.53,1.9680000000000002
Kepler-1817 b,2442.0,15.345999999999998,Neptune-like,2021,Transit,5.79,2.233
Kepler-1818 b,3375.0,14.514000000000001,Super Earth,2021,Transit,3.58,1.714
Kepler-1819 b,4447.0,15.489,Neptune-like,2021,Transit,14.5,3.828
Kepler-181 b,1987.0,14.854000000000001,Super Earth,2014,Transit,2.15,1.27
Kepler-181 c,1987.0,14.854000000000001,Super Earth,2014,Transit,4.62,1.99
Kepler-1820 b,4650.0,15.759,Neptune-like,2021,Transit,9.9,3.0580000000000003
Kepler-1821 b,2609.0,14.795,Neptune-like,2021,Transit,7.24,2.541
Kepler-1822 b,2928.0,15.804,Neptune-like,2021,Transit,7.5,2.596
Kepler-1823 b,2365.0,13.477,Super Earth,2021,Transit,5.0,2.086
Kepler-1824 b,3393.0,14.975999999999999,Neptune-like,2021,Transit,6.26,2.332
Kepler-1825 b,1403.0,14.605,Super Earth,2021,Transit,2.61,1.422
Kepler-1826 b,1099.0,16.83,Super Earth,2021,Transit,2.78,1.475
Kepler-1827 b,2239.0,13.228,Super Earth,2021,Transit,4.1,1.8559999999999999
Kepler-1828 b,2844.0,14.985,Neptune-like,2021,Transit,5.13,2.116
Kepler-1829 b,2218.0,15.218,Neptune-like,2021,Transit,6.71,2.431
Kepler-182 b,5053.0,14.942,Neptune-like,2014,Transit,7.18,2.5300000000000002
Kepler-182 c,5053.0,14.942,Neptune-like,2014,Transit,11.6,3.366
Kepler-1830 b,3448.0,13.605,Neptune-like,2021,Transit,11.1,3.267
Kepler-1831 b,3436.0,15.158,Super Earth,2021,Transit,4.54,1.97
Kepler-1832 b,1586.0,14.577,Super Earth,2021,Transit,2.02,1.227
Kepler-1833 b,1930.0,12.645,Super Earth,2021,Transit,2.24,1.3
Kepler-1834 b,1632.0,15.18,Super Earth,2021,Transit,2.73,1.459
Kepler-1835 b,4581.0,15.615,Neptune-like,2021,Transit,12.2,3.465
Kepler-1836 b,4804.0,15.558,Neptune-like,2021,Transit,7.05,2.508
Kepler-1837 b,4010.0,15.48,Super Earth,2021,Transit,4.92,2.0669999999999997
Kepler-1838 b,1472.0,11.443,Super Earth,2021,Transit,3.4,1.66
Kepler-1839 b,3708.0,14.935,Super Earth,2021,Transit,4.46,1.949
Kepler-183 b,3427.0,14.993,Super Earth,2014,Transit,4.9,2.06
Kepler-183 c,3427.0,14.993,Super Earth,2014,Transit,35.7,2.233
Kepler-1840 b,1674.0,15.192,Neptune-like,2021,Transit,8.13,2.7279999999999998
Kepler-1841 b,2061.0,14.855,Super Earth,2021,Transit,2.82,1.489
Kepler-1842 b,3013.0,14.745999999999999,Neptune-like,2021,Transit,6.14,2.31
Kepler-1843 b,2559.0,13.085999999999999,Neptune-like,2021,Transit,7.8,2.662
Kepler-1844 b,5886.0,15.995,Neptune-like,2021,Transit,9.46,2.9810000000000003
Kepler-1845 b,2318.0,16.117,Neptune-like,2021,Transit,6.52,2.398
Kepler-1846 b,1222.0,14.412,Super Earth,2021,Transit,3.76,1.764
Kepler-1847 b,5525.0,16.027,Neptune-like,2021,Transit,7.97,2.695
Kepler-1848 b,1010.0,13.887,Super Earth,2021,Transit,2.57,1.409
Kepler-1849 b,2061.0,15.997,Neptune-like,2021,Transit,6.29,2.343
Kepler-184 b,1991.0,14.42,Neptune-like,2014,Transit,6.17,2.321
Kepler-184 c,1991.0,14.42,Super Earth,2014,Transit,8.8,1.97
Kepler-184 d,1991.0,14.42,Neptune-like,2014,Transit,6.76,2.442
Kepler-1850 b,816.0,14.44,Terrestrial,2021,Transit,0.313,0.7290000000000001
Kepler-1851 b,5186.0,15.699000000000002,Neptune-like,2021,Transit,14.5,3.828
Kepler-1852 b,2520.0,15.725999999999999,Super Earth,2021,Transit,4.22,1.886
Kepler-1853 b,1834.0,15.229000000000001,Super Earth,2021,Transit,2.92,1.5190000000000001
Kepler-1854 b,1381.0,14.380999999999998,Neptune-like,2021,Transit,7.21,2.541
Kepler-1856 b,2769.0,15.620999999999999,Super Earth,2021,Transit,3.66,1.734
Kepler-1857 b,2783.0,14.36,Super Earth,2021,Transit,4.5,1.9609999999999999
Kepler-1858 b,2717.0,15.959000000000001,Neptune-like,2021,Transit,6.44,2.3760000000000003
Kepler-1859 b,4343.0,15.177999999999999,Super Earth,2021,Transit,3.13,1.5830000000000002
Kepler-185 b,1522.0,14.562000000000001,Super Earth,2014,Transit,1.71,1.17
Kepler-185 c,1522.0,14.562000000000001,Super Earth,2014,Transit,4.74,2.02
Kepler-1860 b,1431.0,13.569,Super Earth,2021,Transit,1.55,1.139
Kepler-1861 b,2707.0,13.709000000000001,Neptune-like,2021,Transit,5.5,2.207
Kepler-1862 b,4019.0,15.847000000000001,Neptune-like,2021,Transit,5.49,2.2030000000000003
Kepler-1863 b,2823.0,13.64,Neptune-like,2021,Transit,5.74,2.222
Kepler-1864 b,975.0,12.123,Terrestrial,2021,Transit,0.353,0.754
Kepler-1865 b,3008.0,15.468,Super Earth,2021,Transit,3.11,1.577
Kepler-1866 b,3186.0,14.418,Super Earth,2021,Transit,4.99,2.082
Kepler-1867 b,2220.0,13.549000000000001,Super Earth,2021,Transit,1.65,1.16
Kepler-1868 b,894.0,14.157,Neptune-like,2021,Transit,10.1,3.091
Kepler-1869 b,369.0,10.31,Super Earth,2021,Transit,1.46,1.12
Kepler-186 b,579.0,15.138,Super Earth,2014,Transit,1.24,1.07
Kepler-186 c,579.0,15.138,Super Earth,2014,Transit,2.1,1.25
Kepler-186 d,579.0,15.138,Super Earth,2014,Transit,2.54,1.4
Kepler-186 e,579.0,15.138,Super Earth,2014,Transit,2.15,1.27
Kepler-186 f,579.0,15.138,Super Earth,2014,Transit,1.71,1.17
Kepler-1870 b,1328.0,13.565999999999999,Neptune-like,2021,Transit,5.07,2.101
Kepler-1871 b,2788.0,14.822000000000001,Neptune-like,2021,Transit,6.44,2.3760000000000003
Kepler-1872 b,2741.0,15.966,Neptune-like,2021,Transit,6.28,2.343
Kepler-1873 b,2678.0,15.889000000000001,Super Earth,2021,Transit,3.28,1.626
Kepler-1874 b,1331.0,15.434000000000001,Neptune-like,2021,Transit,5.52,2.211
Kepler-1875 b,5416.0,15.200999999999999,Neptune-like,2021,Transit,10.5,3.168
Kepler-1876 b,848.0,10.793,Terrestrial,2021,Transit,0.905,0.98
Kepler-1877 b,931.0,12.29,Terrestrial,2021,Transit,0.179,0.624
Kepler-1878 b,4874.0,15.587,Neptune-like,2021,Transit,8.86,2.871
Kepler-1879 b,2046.0,12.825,Super Earth,2021,Transit,4.92,2.065
Kepler-187 b,3728.0,14.297,Super Earth,2014,Transit,2.57,1.41
Kepler-187 c,3728.0,14.297,Neptune-like,2014,Transit,7.61,2.6180000000000003
Kepler-1880 b,1993.0,16.088,Neptune-like,2021,Transit,5.13,2.117
Kepler-1881 b,3449.0,15.898,Neptune-like,2021,Transit,9.17,2.926
Kepler-1882 b,1446.0,12.515999999999998,Super Earth,2021,Transit,2.81,1.4869999999999999
Kepler-1883 b,4494.0,15.642000000000001,Neptune-like,2021,Transit,10.6,3.19
Kepler-1884 b,4707.0,15.433,Super Earth,2021,Transit,3.95,1.814
Kepler-1885 b,2670.0,14.850999999999999,Super Earth,2021,Transit,2.89,1.511
Kepler-1886 b,3456.0,15.627,Neptune-like,2021,Transit,7.18,2.5300000000000002
Kepler-1887 b,4456.0,15.955,Neptune-like,2021,Transit,8.88,2.871
Kepler-1888 b,1314.0,12.099,Super Earth,2021,Transit,2.32,1.3259999999999998
Kepler-1889 b,4551.0,15.715,Neptune-like,2021,Transit,8.98,2.8930000000000002
Kepler-188 b,3159.0,14.719000000000001,Super Earth,2014,Transit,3.46,1.68
Kepler-188 c,3159.0,14.719000000000001,Neptune-like,2014,Transit,10.3,3.135
Kepler-1890 b,1728.0,12.915999999999999,Terrestrial,2021,Transit,0.5870000000000001,0.8690000000000001
Kepler-1891 b,1945.0,14.412,Super Earth,2021,Transit,2.93,1.521
Kepler-1892 b,2778.0,15.592,Super Earth,2021,Transit,4.03,1.837
Kepler-1893 b,3427.0,15.152000000000001,Super Earth,2021,Transit,3.55,1.706
Kepler-1894 b,3051.0,15.452,Super Earth,2021,Transit,1.87,1.2009999999999998
Kepler-1895 b,3210.0,15.787,Neptune-like,2021,Transit,5.14,2.119
Kepler-1896 b,5653.0,15.844000000000001,Neptune-like,2021,Transit,9.8,3.0469999999999997
Kepler-1897 b,3207.0,16.01,Neptune-like,2021,Transit,8.32,2.761
Kepler-1898 b,1177.0,13.387,Terrestrial,2021,Transit,0.76,0.934
Kepler-1899 b,2321.0,16.136,Super Earth,2021,Transit,3.02,1.551
Kepler-189 b,1930.0,14.970999999999998,Super Earth,2014,Transit,1.92,1.21
Kepler-189 c,1930.0,14.970999999999998,Super Earth,2014,Transit,22.7,2.332
Kepler-18 b,1413.0,13.770999999999999,Super Earth,2011,Transit,6.9,2.0
Kepler-18 c,1413.0,13.770999999999999,Neptune-like,2011,Transit,17.3,5.39
Kepler-18 d,1413.0,13.770999999999999,Neptune-like,2011,Transit,16.4,6.853
Kepler-1900 b,5025.0,15.502,Super Earth,2021,Transit,3.27,1.6230000000000002
Kepler-1901 b,3355.0,15.097000000000001,Super Earth,2021,Transit,2.77,1.474
Kepler-1902 b,1123.0,16.113,Super Earth,2021,Transit,1.74,1.176
Kepler-1903 b,5791.0,15.456,Neptune-like,2021,Transit,5.85,2.2439999999999998
Kepler-1904 b,884.0,16.367,Super Earth,2021,Transit,2.51,1.39
Kepler-1905 b,3430.0,15.085999999999999,Super Earth,2021,Transit,2.69,1.446
Kepler-1906 b,4438.0,15.322000000000001,Neptune-like,2021,Transit,8.13,2.7279999999999998
Kepler-1907 b,953.0,13.989,Terrestrial,2021,Transit,0.589,0.87
Kepler-1907 c,953.0,13.989,Super Earth,2021,Transit,1.63,1.155
Kepler-1909 b,2491.0,15.933,Super Earth,2021,Transit,1.33,1.092
Kepler-190 b,1414.0,14.335999999999999,Super Earth,2014,Transit,3.05,1.56
Kepler-190 c,1414.0,14.335999999999999,Super Earth,2014,Transit,2.73,1.46
Kepler-1911 b,880.0,12.245,Super Earth,2021,Transit,1.01,1.011
Kepler-1912 b,969.0,12.36,Super Earth,2021,Transit,2.41,1.357
Kepler-1913 b,2858.0,14.814,Super Earth,2021,Transit,2.92,1.5190000000000001
Kepler-1914 b,5290.0,15.911,Neptune-like,2021,Transit,8.97,2.8930000000000002
Kepler-1915 b,4941.0,16.261,Neptune-like,2021,Transit,10.4,3.1569999999999996
Kepler-1916 b,6706.0,15.779000000000002,Neptune-like,2021,Transit,7.35,2.574
Kepler-1917 b,2965.0,15.474,Super Earth,2021,Transit,4.23,1.89
Kepler-1918 b,3360.0,15.533,Neptune-like,2021,Transit,5.89,2.255
Kepler-1919 b,3841.0,16.160999999999998,Neptune-like,2021,Transit,7.38,2.574
Kepler-191 b,1939.0,14.987,Super Earth,2014,Transit,2.36,1.34
Kepler-191 c,1939.0,14.987,Super Earth,2014,Transit,4.12,1.86
Kepler-191 d,1939.0,14.987,Neptune-like,2016,Transit,5.82,2.233
Kepler-1920 b,2890.0,14.392000000000001,Neptune-like,2021,Transit,9.03,2.904
Kepler-1921 b,3030.0,13.103,Neptune-like,2021,Transit,8.72,2.838
Kepler-1922 b,4385.0,15.388,Neptune-like,2021,Transit,5.86,2.2439999999999998
Kepler-1923 b,3232.0,14.454,Super Earth,2021,Transit,4.5,1.96
Kepler-1924 b,6233.0,15.084000000000001,Neptune-like,2021,Transit,7.53,2.6069999999999998
Kepler-1925 b,5778.0,15.382,Neptune-like,2021,Transit,9.28,2.9480000000000004
Kepler-1926 b,2177.0,15.8,Neptune-like,2021,Transit,5.97,2.2769999999999997
Kepler-1927 b,3559.0,13.312000000000001,Neptune-like,2021,Transit,11.5,3.344
Kepler-1928 b,1065.0,12.679,Super Earth,2021,Transit,4.63,1.992
Kepler-1929 b,1658.0,11.788,Neptune-like,2021,Transit,9.65,3.014
Kepler-192 b,2126.0,14.308,Neptune-like,2014,Transit,7.95,2.684
Kepler-192 c,2126.0,14.308,Neptune-like,2014,Transit,8.2,2.739
Kepler-192 d,2126.0,14.308,Super Earth,2016,Transit,1.04,1.02
Kepler-1930 b,899.0,13.447000000000001,Super Earth,2021,Transit,2.95,1.53
Kepler-1931 b,2023.0,12.671,Neptune-like,2021,Transit,7.53,2.6069999999999998
Kepler-1932 b,2328.0,15.286,Super Earth,2021,Transit,2.91,1.515
Kepler-1933 b,1070.0,12.81,Super Earth,2021,Transit,1.76,1.18
Kepler-1934 b,1398.0,12.874,Terrestrial,2021,Transit,0.7020000000000001,0.9129999999999999
Kepler-1935 b,2951.0,14.522,Neptune-like,2021,Transit,6.82,2.453
Kepler-1936 b,2842.0,13.392999999999999,Neptune-like,2021,Transit,10.2,3.102
Kepler-1937 b,2952.0,14.163,Neptune-like,2021,Transit,9.39,2.97
Kepler-1938 b,1374.0,15.245999999999999,Super Earth,2021,Transit,4.0,1.828
Kepler-1939 b,619.0,13.622,Super Earth,2021,Transit,1.68,1.165
Kepler-193 b,3292.0,14.712,Neptune-like,2014,Transit,6.3,2.343
Kepler-193 c,3292.0,14.712,Neptune-like,2014,Transit,8.0,2.695
Kepler-1940 b,2605.0,15.674000000000001,Super Earth,2021,Transit,3.01,1.547
Kepler-1941 b,4875.0,14.943,Neptune-like,2021,Transit,7.51,2.596
Kepler-1942 b,2748.0,14.91,Neptune-like,2021,Transit,5.13,2.117
Kepler-1943 b,3277.0,13.868,Super Earth,2021,Transit,3.02,1.5490000000000002
Kepler-1944 b,3511.0,15.582,Neptune-like,2021,Transit,8.05,2.7060000000000004
Kepler-1946 b,3269.0,15.508,Neptune-like,2021,Transit,6.75,2.442
Kepler-1947 b,1529.0,12.972999999999999,Super Earth,2021,Transit,1.01,1.01
